"item_description","total_sales","cumulative_sales","share_sales","abc_category","transaction_frequency","share_freq","cumulative_percentf","xyz_category","combined_category"
"chichis pina colada w rum","87333.23999999957","1535053448.7899873","0.005450291041397075","Category C","1715","0.01631073752494877100","89.16757794392644247300","Y","Category CY"
"fireball party cooler","278411.9999999989","1418080134.0699883","0.017375130356064247","Category B","1714","0.01630122689082343600","89.18387917081726591000","Y","Category BY"
"phillips vodka ez pack","111852.48000000411","1519468730.829987","0.006980487265811631","Category B","1713","0.01629171625669810200","89.20017088707396401100","Y","Category BY"
"lauders scotch","88347.39999999973","1534264094.2199872","0.005513582717768457","Category C","1711","0.01627269498844743300","89.21644358206241144400","Y","Category CY"
"ketel one citroen","287255.25","1414985134.4999883","0.017927019719745713","Category B","1709","0.01625367372019676400","89.23269725578260820800","Y","Category BY"
"midnight moon strawberry","100688.25","1526048058.0799868","0.006283750230140916","Category C","1708","0.01624416308607142900","89.24894141886867963700","Y","Category CY"
"early times 36 mo ky str bourbon pet","184300.02000000066","1469834114.4099874","0.011501791848502477","Category B","1707","0.01623465245194609400","89.26517607132062573100","Y","Category BY"
"western son prickly pear","173853.6799999993","1475205832.1599874","0.010849856877151412","Category B","1702","0.01618709928131942200","89.28136317060194515300","Y","Category BY"
"99 mangoes","112390.65999999951","1518908281.1499872","0.0070140739921558505","Category B","1701","0.01617758864719408700","89.31371834789633332700","Y","Category BY"
"bird dog peach pet","136389","1497836766.4699874","0.008511761900109391","Category B","1701","0.01617758864719408700","89.31371834789633332700","Y","Category BY"
"arrow creme de almond","46037.25000000093","1564757524.5699868","0.00287309174886405","Category C","1697","0.01613954611069274900","89.32985789400702607600","Y","Category CY"
"jack daniels winter jack","332131.1399999955","1396452717.1599882","0.02072763333767283","Category B","1695","0.01612052484244208000","89.34597841884946815600","Y","Category BY"
"bird dog apple mini","38767.5","1569741213.0199876","0.002419401340742221","Category C","1691","0.01608248230594074200","89.36206090115540889700","Y","Category CY"
"lord calvert","131016.6799999988","1502101950.9799876","0.008176486264308806","Category B","1689","0.01606346103769007200","89.39418782323078904200","Y","Category BY"
"evan williams 1783","146073.10000000108","1490622910.8899877","0.009116127013255308","Category B","1689","0.01606346103769007200","89.39418782323078904200","Y","Category BY"
"blue chair bay key lime rum cream","116587.21000000059","1515826294.649987","0.0072759721980369205","Category B","1688","0.01605395040356473800","89.41024177363435378000","Y","Category BY"
"basil hayden dark rye","343670.9999999958","1392409334.849988","0.02144781268263906","Category B","1684","0.01601590786706340000","89.42625768150141718000","Y","Category BY"
"midnight moon cherry","109899.75","1521127084.6299868","0.006858621332230216","Category B","1676","0.01593982279406072300","89.44219750429547790300","Y","Category BY"
"don q cristal","123950.20000000024","1508969648.3599875","0.007735481526156369","Category B","1673","0.01591129089168471900","89.47402008607884734200","Y","Category BY"
"burnetts grape","92328.03000000017","1532105671.7099872","0.005762005792741044","Category C","1673","0.01591129089168471900","89.47402008607884734200","Y","Category CY"
"99 root beer","100843.06000000014","1525644986.3299868","0.006293411609429253","Category C","1667","0.01585422708693271200","89.50572854025271276600","Y","Category CY"
"burnetts citrus","110448.12000000037","1520356134.7699869","0.006892843995884662","Category B","1667","0.01585422708693271200","89.50572854025271276600","Y","Category BY"
"rebel yell ksbw","238316.25","1439391279.4299874","0.01487283561670622","Category B","1661","0.01579716328218070500","89.53732286681707417500","Y","Category BY"
"stagg jr","64762.389999999374","1551815124.1299875","0.004041689899933426","Category C","1661","0.01579716328218070500","89.53732286681707417500","Y","Category CY"
"american born moonshine apple pie","112815","1518570656.549987","0.007040556194127392","Category B","1653","0.01572107820917802800","89.55304394502625220300","Y","Category BY"
"dr mcgillicuddys root beer","120534.2100000012","1512264993.4799874","0.007522296492662858","Category B","1650","0.01569254630680202500","89.60012158394665827700","Y","Category BY"
"burnetts watermelon","81954.27000000032","1539365229.5699875","0.005114600392533714","Category C","1650","0.01569254630680202500","89.60012158394665827700","Y","Category CY"
"tullamore dew","250184.1200000003","1433827043.1099875","0.015613485402989964","Category B","1650","0.01569254630680202500","89.60012158394665827700","Y","Category BY"
"knob creek rye","258896.0600000004","1428232833.439988","0.016157179974898548","Category B","1644","0.01563548250205001700","89.61575706644870829400","Y","Category BY"
"el mayor reposado","162776.25","1481582017.499987","0.010158536854091467","Category B","1642","0.01561646123379934800","89.63137352768250764200","Y","Category BY"
"buchanan special reserve 18yr","351102.16000000417","1391027742.9699879","0.02191157636271361","Category B","1639","0.01558792933142334400","89.64696145701393098700","Y","Category BY"
"glenlivet 18yr","358878.0800000043","1388896884.2199876","0.02239685581775984","Category B","1636","0.01555939742904734100","89.66252085444297832700","Y","Category BY"
"the quiet man","175153.5","1474158800.6999876","0.010930976016913462","Category B","1631","0.01551184425842066800","89.67803269870139899500","Y","Category BY"
"barton light rum","473500.2999999989","1353214278.7699883","0.029550196960387985","Category B","1629","0.01549282299016999900","89.69352552169156899400","Y","Category BY"
"kinky liqueur","122895","1509956823.2899876","0.007669628626311093","Category B","1628","0.01548331235604466400","89.70900883404761365800","Y","Category BY"
"ushers green stripe","133800","1499322036.0299873","0.008350187641486017","Category B","1627","0.01547380172191933000","89.72448263576953298800","Y","Category BY"
"seagrams extra smooth","76592.16000000013","1543390376.2699876","0.004779961942202696","Category C","1622","0.01542624855129265700","89.73990888432082564500","Y","Category CY"
"george dickel #8","119760","1513345437.119987","0.007473979610944435","Category B","1621","0.01541673791716732200","89.75532562223799296700","Y","Category BY"
"jack daniels tennessee apple mini","78661.52999999902","1541607241.6699874","0.0049091071424990545","Category C","1619","0.01539771664891665300","89.77072333888690962000","Y","Category CY"
"svedka raspberry","132877.68999999872","1500389016.2199876","0.008292628138020923","Category B","1616","0.01536918474654064900","89.78609252363345027000","Y","Category BY"
"high west","291375","1412961558.5099883","0.018184124992810077","Category B","1614","0.01535016347828998000","89.80144268711174025000","Y","Category BY"
"bird dog black cherry mini","40242.300000000105","1568362149.2399876","0.002511440628736724","Category C","1608","0.01529309967353797300","89.83202888645881619600","Y","Category CY"
"99 peaches","97681.2","1527927169.189987","0.0060960863157363526","Category C","1608","0.01529309967353797300","89.83202888645881619600","Y","Category CY"
"uv grape vodka","151954.97999999978","1487055131.8899872","0.009483203259030293","Category B","1607","0.01528358903941263800","89.84731247549822883500","Y","Category BY"
"burnetts pineapple","89164.77000000002","1533644376.329987","0.0055645931278770055","Category C","1602","0.01523603586878596600","89.86254851136701480000","Y","Category CY"
"frappachata iced coffee blend","111113.47999999986","1519803085.169987","0.006934367769047104","Category B","1600","0.01521701460053529700","89.89298254056808539300","Y","Category BY"
"margaritaville last mango margarita","93174.56999999874","1531456883.779987","0.005814836643608097","Category C","1600","0.01521701460053529700","89.89298254056808539300","Y","Category CY"
"pendleton 1910","181086","1472025405.0899875","0.01130121135460491","Category B","1596","0.01517897206403395800","89.90816151263211935200","Y","Category BY"
"midnight moon original","110296.5","1520576844.909987","0.006883381698050542","Category B","1595","0.01516946142990862400","89.92333097406202797500","Y","Category BY"
"jeremiah weed sweet tea","229304.25","1444753806.5299878","0.014310414906503886","Category B","1594","0.01515995079578328900","89.93849092485781126500","Y","Category BY"
"glenlivet 14yr","231121.2000000042","1443375042.5899878","0.014423807084644642","Category B","1591","0.01513141889340728500","89.95362234375121855000","Y","Category BY"
"jack daniels tennessee rye","255198.4200000004","1430544900.429988","0.01592641773401167","Category B","1590","0.01512190825928195100","89.96874425201050050100","Y","Category BY"
"e & j vanilla","86496","1535488530.2299874","0.0053980405847382255","Category C","1589","0.01511239762515661600","89.98385664963565711700","Y","Category CY"
"western son watermelon mini","30819.299999999934","1575771080.0599866","0.0019233702390078437","Category C","1588","0.01510288699103128200","90.01406242361771968100","Y","Category CY"
"paul masson grande amber brandy vsop","97072.81000000118","1528316429.5499868","0.006058117925159418","Category C","1588","0.01510288699103128200","90.01406242361771968100","Y","Category CY"
"knob creek smoked maple","232692.65999999997","1442448902.1999876","0.014521878727926065","Category B","1586","0.01508386572278061300","90.02914628934050029400","Y","Category BY"
"private first class","253497.60000000228","1431816188.069988","0.015820272994517076","Category B","1585","0.01507435508865527800","90.04422064442915557200","Y","Category BY"
"new amsterdam grapefruit","139355.57999999993","1496460850.5199873","0.008696900163588307","Category B","1582","0.01504582318627927400","90.07431229080171412100","Y","Category BY"
"jeffersons ocean aged at sea","563802.2700000004","1323566738.309989","0.03518576044241978","Category B","1582","0.01504582318627927400","90.07431229080171412100","Y","Category BY"
"effen blood orange","183431.25","1470384700.9599874","0.011447573668253603","Category B","1580","0.01502680191802860500","90.10436589463777133100","Y","Category BY"
"admiral nelson cherry spiced","131187.6899999999","1501708860.3199875","0.008187158652863213","Category B","1580","0.01502680191802860500","90.10436589463777133100","Y","Category BY"
"mccormick irish cream","99565.44000000102","1526648363.899987","0.0062136779268096125","Category C","1575","0.01497924874740193300","90.11934514338517326400","Y","Category CY"
"barton long island iced tea","199106.24999999756","1460265233.529988","0.012425818745086734","Category B","1573","0.01496022747915126300","90.13430537086432452700","Y","Category BY"
"three olives 80prf","271604.88000000274","1420274040.5099883","0.016950311751444812","Category B","1570","0.01493169557677526000","90.14923706644109978700","Y","Category BY"
